cell,cycle_number,policy,IR,QD,Discharge_time,Qdlin_mean,Qdlin_first,Qdlin_last,Qdlin_median,Qdlin_25p,Qdlin_75p,Qdlin_0.1,Qdlin_0.9,Vdlin_mean,Vdlin_first,Vdlin_last,Tdlin_mean,Tdlin_first,Tdlin_last
b2c18,366,3,0.018609654,0.99411631,12.465916666666935,0.6006860054553915,0.0010448844,0.91517138,0.8018668271252873,0.15602716200427805,0.90200132,240,740,2.75,3.5,2.0,35.413953132336275,30.280348,38.963654
b1c25,776,5,0.018000569,0.94497967,11.991109999999995,0.5951162235834717,0.00041718266,0.87934452,0.7959742570538754,0.2416346524500156,0.864105833148596,228,0,2.75,3.5,2.0,37.09811923694084,32.568104,40.080093
b1c0,1591,2,0.017399626,0.95347667,12.656315000000173,0.6388437321584545,0.00050489022,0.92793733,0.8596070917469938,0.28712385114827493,0.9112857,227,658,2.75,3.5,2.0,33.535086056127064,29.602198,35.672791
b3c10,327,3,0.015337544,1.0545398,14.070156666665568,0.7174715813856077,0.0004638205,1.0306998,0.958404322229518,0.3829066680000081,1.0126647,217,403,2.75,3.5,2.0,34.131632225631925,31.572686986263733,35.51429631142153
b3c25,585,4,0.015717156,1.0403996,13.688471666665283,0.6940354212016534,0.00013030528,1.0047045,0.920207161343535,0.36527537440016467,0.9908654481987126,218,459,2.75,3.5,2.0,37.90111623092453,33.855996972847144,40.40572273732592
b3c16,1052,3,0.015459061,1.0214313,13.607991666664994,0.6932776915838097,2.7905546e-06,0.99814636,0.9234022500634446,0.3657438077205245,0.9796725477541256,219,451,2.75,3.5,2.0,35.85982400983169,32.57713914460597,37.800382086041644
b1c0,1197,2,0.016784396,1.024101,13.703016666666734,0.7082873469376004,2.973837e-05,1.0057266,0.953240542584505,0.37733526504766873,0.99445746573238,218,401,2.75,3.5,2.0,34.195999502218726,29.978403,36.041641
b3c16,1109,3,0.015429217,1.0180539,13.562816666664247,0.6910177776480853,9.1790534e-05,0.99511462,0.9200750350030691,0.36461695977163033,0.9766204610790707,219,457,2.75,3.5,2.0,35.912607711497536,32.65234761781789,37.86181036611453
b3c16,427,3,0.015241009,1.0511633,14.052428333333232,0.7267458223763466,0.00053794886,1.0309664,0.9690022247568166,0.42081726025448973,1.0161029,213,384,2.75,3.5,2.0,36.6084632822257,33.27536574667166,38.38989683633403
b3c33,900,4,0.015571387,1.0215044,13.576571666666617,0.689770893444787,1.0771029e-05,0.99584812,0.9157804305563821,0.3632078504922814,0.982025683338373,218,467,2.75,3.5,2.0,33.83173143484195,32.49730207772667,34.64572451941434
b2c36,420,4,0.021047803,1.0270193,12.88876166666693,0.6239802543032319,0.00051243883,0.94524968,0.8368187602159374,0.15500448670534683,0.93091285,241,651,2.75,3.5,2.0,35.44769459400984,30.491913,38.925339
b3c11,581,4,0.015434658,1.0247623,13.338678333334002,0.6663880539754696,7.2111652e-06,0.97854847,0.881923120972004,0.3118606188578726,0.9652943,224,543,2.75,3.5,2.0,36.83496359314766,32.83531042881689,39.48591872728219
b3c44,440,4,0.015602935,1.0611851,13.903264999998893,0.7023356870614973,0.00097379531,1.0203068,0.9339770656640484,0.35383526354719236,1.0054382383204108,221,438,2.75,3.5,2.0,35.192155893862754,31.623760592295124,37.397537275262984
b3c10,1047,3,0.01658692,0.90176058,11.514969999995085,0.564230293052955,0.0005566178,0.84389192,0.7528294241271904,0.19594769535273077,0.83040977,234,0,2.75,3.5,2.0,33.881451389812746,31.33878831839069,35.665566826148925
b1c2,2051,2,0.017426476,0.9450146,12.508261666666172,0.628966010562986,0.00087212014,0.91743261,0.8469789547981024,0.26775623795617265,0.8990137,228,761,2.75,3.5,2.0,33.520363540823155,30.089878,35.591232
b2c26,29,3,0.017532362,1.0822917,14.529501666666569,0.7462184114292194,4.9393362e-05,1.0656635,1.009572132627615,0.37523928,1.0563282,220,365,2.75,3.5,2.0,32.97339590788345,30.345682,34.277462
b3c6,121,2,0.013842838,1.0396426,13.904938333333124,0.7137817624940527,7.6754013e-06,1.0200683,0.9547561125648364,0.3868928716781986,1.0047441,216,405,2.75,3.5,2.0,35.335453510483916,33.13178537706821,35.49138083043175
b2c4,79,2,0.016119068,1.0685441,14.257713333333228,0.7273165564683937,0.00062038121,1.0455446,0.9761378729571015,0.3718509637715628,1.0296685,219,390,2.75,3.5,2.0,34.2202103332982,30.22591,36.453636
b3c8,223,4,0.01508165,1.062628,14.163034999999219,0.724505904874858,0.0008334241,1.0396866,0.9657633411467863,0.3970677815830679,1.02086723666834,216,396,2.75,3.5,2.0,34.68277996982694,32.15013453569928,36.027447808539925
b2c30,130,4,0.017491266,1.0688181,14.191018333333098,0.7147301176773466,0.00037837427,1.0404398,0.95792973,0.340981597385936,1.0220782472300332,222,413,2.75,3.5,2.0,34.12778951152839,30.131929,36.528416
b3c30,90,4,0.015592487,1.0712905,14.370243333333445,0.74443279914351,1.1426529e-05,1.0544548,0.9997610872185949,0.42005887675783254,1.0441859946638685,215,366,2.75,3.5,2.0,32.78392718483954,30.840324263691684,33.74350634941759
b3c22,13,4,0.015701301,1.0589116,14.221781666666597,0.740465724073021,2.6120602e-05,1.0432806056698876,0.9997673188948688,0.40930508335174476,1.0365746,216,364,2.75,3.5,2.0,34.72523860948006,31.510039349195115,36.31756788617784
b1c21,258,4,0.015332746,1.0477285,13.64703333333334,0.6775720662940836,6.0877005e-06,1.0005002,0.90409642,0.2835418236298538,0.9863609172858055,227,492,2.75,3.5,2.0,34.190466618099414,30.168816,36.732056
b1c30,496,5,0.016329963,1.048982,13.646768333333359,0.6869055192685694,0.00081203005,1.0005007,0.9108595232081674,0.340217280042629,0.98712641,220,474,2.75,3.5,2.0,36.22147278422261,32.445873,38.457596
b1c20,47,4,0.015156606,1.0711482,14.339115000000067,0.7367079752605298,0.00027865043,1.0514522,0.9931144808161791,0.3831265633520708,1.0408792,217,374,2.75,3.5,2.0,32.6908604268359,30.009481,34.086914
b3c45,909,3,0.015798887,1.0420893,13.854008333330665,0.7060396404422619,0.00036431837,1.0159713,0.9427190405542654,0.3691447887272855,0.99648172,219,419,2.75,3.5,2.0,33.54015391125489,31.311918435319818,34.752611498812215
b3c18,1082,4,0.01588629,0.91868585,11.846555000000322,0.5919191275600367,8.4850135e-06,0.86879957,0.7852786078029648,0.266448206789667,0.855748138905909,225,0,2.75,3.5,2.0,36.7427751713906,34.491515844400155,38.50653330968058
b2c38,15,4,0.017641932,1.0746177,14.43391833333299,0.7415891080615533,0.00036267249,1.0588272,1.0063759185332328,0.36429431016977526,1.0496372075872937,220,370,2.75,3.5,2.0,33.49647122452861,29.637791,35.370472
b1c1,653,2,0.017218782,1.0625679,14.158486666666676,0.7204209327848614,0.00020253977,1.0388983693037677,0.9721506684672561,0.35617638,1.020695,221,394,2.75,3.5,2.0,32.69822228287888,29.687405,34.331764
b2c19,428,3,0.019166339,0.92651075,11.623109999999965,0.553430247154646,0.00046094749,0.85230231,0.7348245614355895,0.13098319592580931,0.83899742,245,0,2.75,3.5,2.0,33.88608879857525,30.227156,36.367008
b1c0,861,2,0.017093552,1.0456032,13.932986666666693,0.7072530444999487,0.00076358218,1.0223783,0.95014751,0.3523732135747536,1.0034632232638896,222,411,2.75,3.5,2.0,33.20233195197908,29.306978,35.516502
b3c16,723,3,0.01531797,1.0386974,13.863538333335118,0.713169760001487,9.1482325e-05,1.0168741,0.9493213018992988,0.40397194349757215,0.9998463249951197,215,407,2.75,3.5,2.0,36.72859177008703,33.37447088262861,38.61609159814244
b1c23,467,5,0.016768791,1.0663555,14.05469333333334,0.7129873795965356,0.00011507137,1.030419,0.9507665013450395,0.3650032,1.0108157,219,412,2.75,3.5,2.0,34.971075314526914,31.94591,36.77887
b3c3,665,4,0.014995298,1.0370475,13.72492833333478,0.7004453747586699,0.00056650612,1.0070984188289882,0.9266854524128862,0.389242536051492,0.9940814562156219,216,446,2.75,3.5,2.0,38.756284476335225,34.25880400359095,41.55099492351065
b3c28,413,2,0.014635244,0.95015854,12.170983333334636,0.6024563206338902,0.0005834499,0.89284676,0.7957062948345488,0.24605237578428446,0.88330346,228,0,2.75,3.5,2.0,38.03423147371824,34.78042038695683,40.361594399531235
b1c0,367,2,0.016181905,1.0687414,14.3142316666667,0.7429141397636464,0.00042032177,1.0503712,0.9953754519458684,0.43126035513485517,1.038394,213,366,2.75,3.5,2.0,35.2738430410695,31.639683,36.995892
b2c4,37,2,0.016100759,1.0742053,14.395150000000044,0.7460976794959029,0.00078137981,1.0554488,1.0035486299640601,0.41399333,1.0470631,215,362,2.75,3.5,2.0,34.20021767912178,30.612806,36.006859
b1c1,775,2,0.017230216,1.0578301,14.087898333333335,0.7163943898643867,0.00018521535,1.0330869,0.963931233603831,0.3476919491746766,1.0149052,222,399,2.75,3.5,2.0,32.54930316989657,29.723436,34.106522
b2c6,314,2,0.016994063,0.98306775,12.633413333333255,0.6159280478203456,5.1456946e-06,0.92601639,0.8247071855283702,0.18907278494717986,0.91268182,236,688,2.75,3.5,2.0,35.074548075792265,33.939568,36.426975
b1c1,1606,2,0.017497271,1.0111585,13.450539999999943,0.6773744818654179,4.0794614e-05,0.98608726,0.9148175056715662,0.3048106628010029,0.96817017,225,476,2.75,3.5,2.0,32.36484716255152,29.800501,34.536121
b1c19,714,4,0.018545868,0.94430411,11.808333333333334,0.5713783236015947,3.9740321e-06,0.86605251,0.7676916416374606,0.15860513968498557,0.8506225982711112,241,0,2.75,3.5,2.0,34.70991155072953,30.480759,37.566971
b3c13,377,4,0.01488338,1.050028,13.843530000001195,0.698799568059826,7.1430845e-06,1.0154185,0.9268018358839386,0.35406843302246,1.0021945,220,449,2.75,3.5,2.0,36.2607278862632,32.523636207787646,38.47163482034685
b1c4,437,3,0.016326813,1.0722946,14.34146333333338,0.7369303225182714,0.00061284215,1.0517278,0.9857869405354334,0.4054786609013963,1.0359489,216,374,2.75,3.5,2.0,34.69640144620283,31.730175,36.231457
b1c2,1524,2,0.017111415,1.0217452,13.62975666666668,0.6974200705003841,0.00020485738,0.99989825,0.9352618396121642,0.36633501381854405,0.98454082,219,427,2.75,3.5,2.0,33.87964438269644,31.094934,35.605812
b1c0,1492,2,0.017596439,0.9710784,12.887199999999819,0.6462157261006173,0.00050826551,0.94524735,0.873100537414865,0.25934833,0.92566764,230,586,2.75,3.5,2.0,32.37092116666931,27.996063,34.701546
b1c1,743,2,0.016858533,1.0599027,14.142151666666663,0.724389238329756,4.3532837e-06,1.0373147,0.9722741444501078,0.3834198723444603,1.0207464989335058,218,388,2.75,3.5,2.0,33.58440405087051,30.822563,35.072269
b1c9,81,4,0.016854588,1.0879772,14.58176500000021,0.7501408049662132,0.00015429474,1.0696579,1.0101043234872846,0.3945935333602019,1.0577556,218,362,2.75,3.5,2.0,33.73756101098417,30.067463,35.635975
b1c25,371,5,0.016597152,1.0648518,14.075386666666596,0.71605483070167,5.5896585e-06,1.0325648,0.9536432946451723,0.38274458873219175,1.0157832344047442,217,411,2.75,3.5,2.0,37.0834620007624,32.415047,39.805782
b3c7,1098,3,0.01575706,1.0335034,13.767326666663095,0.6988298684693017,6.6129352e-05,1.0095152,0.9275809107413119,0.3631909150731812,0.9942828001220666,221,445,2.75,3.5,2.0,33.45125640773399,31.70439672888693,34.41899230390607
b2c5,33,2,0.016819844,1.0725482,14.361206666666838,0.7418205219246574,4.4424942e-06,1.0529745,1.0007802559785601,0.3967758801549521,1.0447131550531996,217,369,2.75,3.5,2.0,33.284896188763035,29.989143,35.100868
b1c29,421,5,0.016447239,1.0648965,13.952183333333235,0.7096797012257944,5.4262964e-06,1.0224631,0.9441970004079514,0.3754398829991612,1.0068447077284695,218,418,2.75,3.5,2.0,35.940279584234695,32.857723,37.733955
b3c45,96,3,0.015662871,1.0710123,14.362638333333116,0.7451427608151304,1.1812064e-05,1.0534555,1.0027975544969516,0.41489509649907536,1.0447696,216,363,2.75,3.5,2.0,33.22903028658874,30.804591790315374,34.36519002942819
b3c17,1260,4,0.01642278,0.91134006,11.778946666667856,0.5895779309004845,0.0004724536,0.86349553,0.7831956934010457,0.2687846390723855,0.8502464446687829,224,0,2.75,3.5,2.0,36.238173263771564,34.271968885399495,37.78848528592763
b3c30,204,4,0.015574435,1.0673461,14.26185000000017,0.73191991211852,8.024917e-05,1.0462344,0.9771809810520059,0.4086987240339146,1.0294850838052427,216,384,2.75,3.5,2.0,33.295325890798075,31.352489409213216,34.355486752447895
b3c22,156,4,0.015662063,1.0556051,14.072611666666731,0.7208527442206686,8.3410578e-06,1.0322506,0.9640647076540461,0.3897355288415227,1.0141229745161249,217,394,2.75,3.5,2.0,35.51920533565653,32.22936016210677,37.367117641968534
b2c30,181,4,0.017498087,1.0630093,13.958530000000003,0.6970945553327731,3.9011029e-05,1.0240184,0.9334769377534268,0.3113307483963863,1.0075450573004612,226,446,2.75,3.5,2.0,34.16644269921769,30.024033,36.738007
b3c16,332,3,0.015259936,1.0547479,14.120718333334665,0.7303414573602367,0.00025387772,1.0354959,0.9753038717387176,0.42050676785349456,1.0211181009000365,214,379,2.75,3.5,2.0,36.386370263234824,33.01539220685089,38.18698366880232
b1c4,1545,3,0.017358312,0.94387341,12.388003333333472,0.6135094069584024,0.00011084646,0.90814638,0.8268355476831302,0.21604364,0.8865173098610898,233,829,2.75,3.5,2.0,32.19162028892912,28.875389,34.296646
b3c14,586,4,0.015311888,1.042493,13.519516666664273,0.6778276809865058,6.822608e-05,0.99237031,0.8969468042051316,0.32760683227941007,0.97917157,222,506,2.75,3.5,2.0,35.13495726040822,32.39250966804636,36.91701756721821
b3c25,928,4,0.016239718,0.94600278,12.069361666667586,0.598530162287087,0.00029062247,0.88533551,0.7952839796444955,0.247391734603887,0.8711888734078778,228,0,2.75,3.5,2.0,37.22929577548392,33.71404515742354,39.707353880881215
b2c11,140,3,0.017123248,1.0648812,14.067101666666957,0.7087712301333761,0.00014454634,1.0316988,0.9518573769888292,0.32115579,1.0129519326574519,224,415,2.75,3.5,2.0,34.841936598776414,30.668139,37.259026
b2c13,339,3,0.017901998,1.0132612,12.77421500000007,0.6200745448186324,0.0001745896,0.93647784,0.82707524,0.17575762008091797,0.92291248,239,658,2.75,3.5,2.0,35.164185227206964,30.310963,38.365372
b2c25,446,3,0.019916944,0.90559042,10.692216666666596,0.5055859521492075,0.00052302191,0.78383416,0.6799727656472413,0.091584593,0.7687526031490908,254,0,2.75,3.5,2.0,29.637276195337844,29.065538,29.869011
b1c15,218,4,0.016785758,1.0637891,14.183474999999941,0.7217629271360381,0.00073670992,1.0409206,0.967131533216512,0.36396511630419004,1.0228664008531347,220,398,2.75,3.5,2.0,35.44396485738035,34.790085,35.822445
b3c45,1479,3,0.015513565,0.99443585,13.265761666667341,0.6778551563435782,5.3035383e-06,0.97266072,0.903461399512457,0.358467620034273,0.956167743100281,218,492,2.75,3.5,2.0,34.38950925774072,32.420856165923205,35.502295549229295
b3c31,504,4,0.016160691,1.0410652,13.393288333333718,0.6692874235945333,6.4829956e-06,0.98225981,0.8885305419203444,0.3059731310916171,0.9699294573526384,225,526,2.75,3.5,2.0,35.04715175543075,31.952936129044257,37.000942300967196
b1c9,466,4,0.016902214,1.0720992,14.151515000000167,0.7183565846536428,6.9261383e-05,1.0375862,0.9567735386112568,0.37912542926218,1.0181346754824168,218,405,2.75,3.5,2.0,35.546716377415436,31.840015,37.810078
b1c2,1334,2,0.017376652,1.0321691,13.758488333333418,0.7034562137301591,0.00057397364,1.0098419882303624,0.9437366911030795,0.35960820118894654,0.9939761780336176,221,417,2.75,3.5,2.0,33.41863019101591,30.102453,35.275589
b3c19,752,4,0.01569291,1.0343016,13.648281666667511,0.6927598929063266,0.00022306317,1.0013077,0.9189930568058404,0.36528242658595317,0.9866122946633917,219,460,2.75,3.5,2.0,36.63295362379355,33.5335295534461,38.56907075304682
b2c6,115,2,0.015912157,1.0465678,13.91751999999979,0.6993770293506163,0.0003939239,1.0210261,0.93966603,0.31097663965794764,1.0021368388295715,225,432,2.75,3.5,2.0,33.1431756649937,31.176247,33.062687
b3c16,677,3,0.015232366,1.0408767,13.90259166666462,0.7168776787574358,0.00070227333,1.0200419,0.9537550397273555,0.41309629973168754,1.0031921,214,400,2.75,3.5,2.0,37.05894160152197,33.722481,38.920692087570536
b3c43,974,4,0.016216883,0.95235568,12.037600000000868,0.5944976763258284,4.296175e-05,0.88231796,0.7913434020769096,0.21361042469080077,0.87011874,233,0,2.75,3.5,2.0,36.15236202561791,32.00439161744249,38.74229653999067
b1c3,1099,3,0.016979503,1.0172774,13.452541666666612,0.6763695417842636,0.00067277823,0.98703158,0.9067222284355243,0.3160017290758769,0.9645481609577823,225,487,2.75,3.5,2.0,29.937974079689898,29.251574,30.328701
b3c1,983,4,0.015567348,0.94550097,12.217153333337045,0.6086661046896267,0.00092025223,0.89695007,0.8076536762642489,0.26843780899814473,0.8835723707078794,226,0,2.75,3.5,2.0,36.45045479194933,32.95188740513158,38.93413318667363
b3c0,762,4,0.015224073,1.0277317,13.523566666664554,0.681267638851574,0.00039834296,0.99159414,0.9023712237899376,0.34523506342135557,0.9790788656511814,220,495,2.75,3.5,2.0,33.71050058908314,32.19047415716705,34.67539620698231
b1c3,589,3,0.016677666,1.0651844,14.155444999999602,0.7185174512437673,0.00055135612,1.0382428,0.9601405103094325,0.36912555,1.0174867351341603,220,404,2.75,3.5,2.0,30.10664293982757,29.471596,30.484995
b3c33,609,4,0.015412703,1.0385865,13.813379999999114,0.7062872631374316,8.9992063e-06,1.0128204,0.9388007921543795,0.3885488419722436,0.9969303193465673,216,425,2.75,3.5,2.0,34.29963108317195,32.935633164839814,35.07997561087649
b3c31,360,4,0.015985787,1.0568076,13.754244999998868,0.6938114433422512,0.00027418861,1.0085862,0.9213291252246439,0.34630915060527395,0.99532449,221,457,2.75,3.5,2.0,35.454475331047,32.40462506350083,37.367662199871354
b1c4,1487,3,0.017265322,0.96417707,12.705338333333206,0.6317585796886079,0.00015064595,0.93156505,0.8482021705318428,0.24473462359816925,0.90880621701918,230,689,2.75,3.5,2.0,32.16236226403878,29.218462,34.042442
b3c16,39,3,0.015306195,1.0640118,14.307838333333105,0.7473140546205195,5.3018677e-05,1.0493924803415147,1.006637610475406,0.4269284419601397,1.0427057,214,357,2.75,3.5,2.0,35.41662963666808,31.90910818044659,37.08427283971834
b1c1,1979,2,0.017211085,0.93942523,12.41484666666559,0.6247288807597541,6.9890368e-05,0.91044867,0.8428105477071952,0.26213695813895843,0.89225656,228,830,2.75,3.5,2.0,32.94779222881348,30.784369,34.253483
b2c23,375,3,0.017973265,1.0232511,12.853350000000013,0.626173137974143,0.00097099319,0.94330144,0.8370763746070202,0.1847324783040037,0.9304362121719768,238,650,2.75,3.5,2.0,34.08229866103161,29.676102,36.726002
b2c30,437,4,0.019164816,0.95633286,11.686658333333128,0.5628155348700972,5.059122e-06,0.85764271,0.7539634429651925,0.14635412976674897,0.8425032710850344,242,0,2.75,3.5,2.0,34.253947074018804,30.107872,37.152275
b1c3,890,3,0.016827827,1.0466876,13.911390000000637,0.7041882391636031,0.00018814769,1.0207011,0.9420509759163962,0.3533630050369876,0.99865043,221,424,2.75,3.5,2.0,30.09663878934382,29.38921,30.500917
b3c12,838,4,0.016586253,0.98016322,12.3114400000001,0.6081053635167221,0.00029509474,0.90354365,0.8111022995355974,0.23004389325136587,0.8884391743565766,231,920,2.75,3.5,2.0,34.25193245430134,31.779528319294183,35.87581744808915
b3c44,231,4,0.015533278,1.069859,14.224696666665842,0.7254396447056553,0.00085366529,1.0434361,0.9686431889844991,0.385445390771771,1.0249132438157467,218,394,2.75,3.5,2.0,34.92382747169092,31.348253377747625,37.0371926366439
b1c29,208,5,0.016767099,1.0771438,14.258685000000206,0.7228109936166258,0.00075962674,1.0457681,0.96676934,0.35586575,1.0265733408693543,220,401,2.75,3.5,2.0,33.42820564903451,30.423042,35.150707
b3c9,985,4,0.016784862,0.93425846,11.584156666665027,0.5691724743134258,0.00068660622,0.85015506,0.7585650091926803,0.1975617430188728,0.8356820180915138,235,0,2.75,3.5,2.0,33.558165345805754,31.82354691010532,34.79361937042558
b1c2,2165,2,0.018036781,0.91528231,11.970348333334549,0.5896319128887452,4.2984589e-06,0.87838167,0.7998445684861664,0.17725553,0.8560415599163735,238,0,2.75,3.5,2.0,31.07144219257488,27.804655,33.188465
b3c0,205,4,0.015229819,1.0658306,14.232348333334084,0.729374366092689,0.00012042109,1.0439905,0.97410677464096,0.40094939357760045,1.0274810998479005,215,388,2.75,3.5,2.0,33.02593071116807,31.337853253042233,33.895503357017766
b2c23,9,3,0.017322764,1.0779557,14.469598333333366,0.746613907872642,0.00021812889,1.0610831,1.009998068740797,0.38722643471440865,1.0527388,218,363,2.75,3.5,2.0,33.230296547155014,30.218746,34.762817
b2c21,414,3,0.018805249,0.97925389,11.979055000000038,0.5754999924207116,4.787636e-06,0.87848425,0.77175581,0.13455315860796252,0.863854823088386,243,0,2.75,3.5,2.0,31.88314128335227,30.140455,32.86985
b1c15,191,4,0.016881885,1.064768,14.213208333333508,0.7229251662062762,0.00037808038,1.0428804,0.9711994217720161,0.36262646,1.0247401,220,393,2.75,3.5,2.0,34.96090467043943,32.749001,34.800987
b2c10,145,2,0.017604249,1.0598093,14.067596666666219,0.7058394238779562,0.00030868163,1.0319239,0.9498432427687301,0.3091875526739343,1.0114865090069336,226,419,2.75,3.5,2.0,33.313105705433465,35.86599,32.24646
b3c1,679,4,0.01514985,1.0367447,13.726733333334174,0.6984134400495683,0.00013525703,1.0061507,0.9246912716701996,0.38187029915740267,0.9934243295514311,216,450,2.75,3.5,2.0,37.371065454046814,33.290287515276546,39.89588625247686
b2c31,462,4,0.019331241,0.93186843,11.415724999999902,0.5537979425347879,4.7663325e-06,0.83689702,0.7462722258448382,0.1446673053791883,0.8180383004386232,242,0,2.75,3.5,2.0,32.917539970793705,30.352341,34.805996
b3c0,561,4,0.015331392,1.0469315,13.79148833333359,0.6955664973553665,5.7757763e-05,1.0107542,0.9236565020814484,0.35353275940616014,0.9970446703675873,220,455,2.75,3.5,2.0,33.092453180025636,31.512184114047066,34.00209482123076
b2c37,29,4,0.018082291,1.0805447,14.495470000000203,0.7464188890318157,7.5795775e-05,1.0633398,1.008942102665991,0.37519559,1.0539896,220,363,2.75,3.5,2.0,33.02735949681397,29.664885,34.657444
b3c34,772,4,0.015571779,1.0242177,13.572615000000226,0.688834849430859,8.5357888e-06,0.99553764,0.9136942776375951,0.36321249774310205,0.982001675338262,218,471,2.75,3.5,2.0,37.7196999215869,33.81384082091437,40.24553521525865
b3c34,458,4,0.015342591,1.0449446,13.888988333331266,0.7103790988275934,9.6193189e-06,1.0188161,0.9439528734485563,0.39312411365858124,1.0023168462644334,215,418,2.75,3.5,2.0,37.74566344411101,33.75546188078708,40.13486460194174
b1c24,560,5,0.017131321,1.0526175,13.74232333333348,0.691147887463944,0.00096516451,1.0082135,0.92326313,0.32013690164354464,0.9907209731653837,224,455,2.75,3.5,2.0,34.64401642915514,30.746397,36.93972
b3c17,902,4,0.015825622,1.0253897,13.581699999996147,0.6917038220617864,9.6707117e-05,0.9962706,0.9170799792316144,0.3769851234270637,0.9804790212686607,217,463,2.75,3.5,2.0,36.17661444971799,33.328365,37.92355202403152
b1c18,266,4,0.01595987,1.0439287,13.735303333333533,0.6797332312816398,2.544424e-05,1.0070974,0.9097426567883096,0.2770493,0.99276572,227,487,2.75,3.5,2.0,33.97545082914165,30.630886,36.108879
b2c19,130,3,0.017107628,1.0257452,13.588643333333316,0.6758084653568219,0.00010395058,0.99618256,0.9069818635784497,0.28300989,0.9806687807273702,228,489,2.75,3.5,2.0,32.9353739414865,30.982595,34.131123
b1c3,23,3,0.016273182,1.0854828,14.58484333333351,0.7567055542067285,7.5095595e-05,1.0693516,1.0198206829506264,0.41948073192577734,1.060074,215,353,2.75,3.5,2.0,30.039898434839337,29.418613,30.298607
b3c0,60,4,0.015212942,1.0705771,14.370541666666394,0.7456231417164962,0.0004775252,1.054041,1.0030542648231418,0.4190212528102091,1.0455685,214,364,2.75,3.5,2.0,32.58334765019887,31.04789979560811,33.322211427651865
b2c32,382,4,0.018018512,1.0409033,13.017293333333328,0.6414563934714926,0.00024624445,0.95474923,0.8591570636268636,0.22620818307128215,0.9417822974345013,233,608,2.75,3.5,2.0,35.51369108556025,30.626074,38.557056
b2c36,206,4,0.02038811,1.0786387,14.10014333333335,0.6991914042572279,0.0004831093,1.0343978,0.9408398114953351,0.24945842627940215,1.0185074,233,439,2.75,3.5,2.0,35.757075151006376,30.747284,38.8297
b1c28,427,5,0.016558381,1.0627358,13.929268333333312,0.7082979385609958,7.465349e-06,1.0212612,0.941869678511783,0.3756261813182963,1.0074147138837404,217,426,2.75,3.5,2.0,37.99944611311969,33.737259,40.440563
b1c4,771,3,0.016766544,1.0566024,14.080584999999942,0.7152010645130904,4.7968056e-06,1.0326313,0.9584964958280933,0.3648125722456748,1.0128869592558263,220,403,2.75,3.5,2.0,33.502229462245516,30.506657,35.271149
b1c25,811,5,0.018655233,0.91918325,11.508570000000088,0.5660925664816766,6.3265419e-05,0.84439623,0.7593765018891223,0.2065602840477687,0.8267671824166777,233,0,2.75,3.5,2.0,36.37396681000289,31.821865,39.495319
b2c37,356,4,0.019106064,1.0428263,13.033395000000013,0.638115341183765,0.00029013603,0.95608431,0.8521017672053811,0.20483594926962037,0.9417561391983714,235,616,2.75,3.5,2.0,33.35116187292944,29.810989,35.585651
b2c6,4,2,0.016306423,1.0713428,14.396008333333398,0.7443626852686236,7.5228301e-05,1.0560178,1.0107976099691647,0.38159889738871455,1.0486772,218,366,2.75,3.5,2.0,33.692695948135864,30.079668,35.400368
b1c32,463,5,0.016119029,1.0512948,13.62305499999978,0.6875110009345107,0.00086183799,0.99921036,0.913584461144454,0.34696519,0.9868969621447621,219,477,2.75,3.5,2.0,36.78567444501221,33.320797,38.858364
b3c24,451,4,0.015577366,1.0309215,13.59476833333417,0.6853318288624803,0.00010650512,0.99747527,0.9099965455864103,0.3398624708863284,0.9854106327752751,220,480,2.75,3.5,2.0,36.35650682106442,33.36521156497797,38.17740789291998
b1c0,1292,2,0.017144505,1.0101733,13.477726666666662,0.687141350348213,5.698928e-05,0.98880011,0.9237397933346326,0.34103855305713116,0.9738634690371469,221,448,2.75,3.5,2.0,33.55031358477453,29.9748,35.6096
b3c43,191,4,0.015874207,1.0699162,14.271185000000212,0.7291630050286161,0.00012834603,1.0463152,0.9755572756475779,0.3811015435739063,1.0290787457704857,221,384,2.75,3.5,2.0,35.231224970287556,31.137920540410384,37.30646367949397
b2c4,163,2,0.016308371,1.0509608,13.760819999999754,0.6877728661839083,2.1257174e-05,1.0094532,0.9212787943047203,0.30285004,0.994888135870937,225,461,2.75,3.5,2.0,34.84452360000111,30.3578,37.592728
b2c34,314,4,0.01766477,1.0549152,13.561799999999977,0.6727612237337305,3.8659987e-06,0.99449754,0.9001060111616332,0.2767140991040357,0.9793065990238625,229,500,2.75,3.5,2.0,34.983148981834105,30.640234,37.876804
b2c33,163,4,0.017858177,1.0821965,14.218308333333702,0.715492740955004,0.00015785662,1.0426489,0.9570710948160763,0.3304171372047078,1.0270339688692436,223,411,2.75,3.5,2.0,34.26955718525914,30.87129,36.289906
b2c22,150,3,0.017054699,1.0777547,14.193551666666949,0.711995434890641,3.8848675e-06,1.0409906,0.954731777428152,0.32509278974183325,1.0240577346027944,224,420,2.75,3.5,2.0,33.14234742717223,29.724991,35.245781
b3c11,206,4,0.015429271,1.0633633,14.137761666666485,0.72053307633855,2.6360245e-05,1.0363729,0.9616614542749307,0.3834940764873113,1.018263768095156,218,400,2.75,3.5,2.0,36.14904157094356,32.21247292428786,38.436198681623736
